create|grassland|12
update|animal|14;11;1;18;2
update|animal|30;11;1;64;2
update|animal|9;11;1;104;1
update|animal|10;11;1;123;2
update|animal|21;11;1;135;1
update|animal|25;11;1;124;1
update|animal|5;11;1;0;1
update|animal|32;11;1;22;2
update|animal|24;11;1;19;2
update|animal|34;11;1;44;2
update|animal|3;11;1;93;1
update|animal|33;11;1;100;1
update|animal|16;11;1;94;2
update|animal|6;11;1;44;2
update|animal|7;11;1;94;1
update|animal|27;11;1;51;1
update|animal|4;11;1;89;2
update|animal|38;11;1;66;2
update|animal|2;11;1;49;2
update|animal|11;11;1;100;1
update|animal|37;11;1;22;1
update|animal|40;11;1;73;2
update|animal|35;11;1;128;1
update|animal|12;11;1;29;2
update|animal|19;11;1;109;1
update|animal|23;11;1;74;1
update|cells|11.1264;11.0199;14.2394;9.90901;12.7249;11.227;12.7404;11.9324;10.7176;12.1331;11.1213;13.3359;14.2422;13.4417;14.2394;12.8317;11.4317;13.5436;12.7412;12.1331;9.11344;9.01234;11.9353;14.2415;14.245;14.9472;14.9472;14.9472;14.9472;11.4282;14.2457;14.9472;10.6264;9.71273;13.4356;14.9472;14.2457;14.9472;13.3335;13.3351;14.9472;13.4321;12.8387;12.1331;11.9417;14.1407;13.4378;13.5415;14.9472;13.4392;10.9223;10.9255;14.1399;14.1383;12.7249;10.4169;11.1239;11.9307;12.8352;13.5415;11.8266;13.3359;11.7247;11.8266;13.4448;14.1391;11.9283;10.3113;11.8205;12.7309;13.4359;11.9327;13.3391;11.9331;11.2306;12.6336;12.0317;13.5429;10.3197;11.1239;10.5122;12.6273;12.6344;13.3367;14.2429;13.442;11.1293;11.9286;11.1214;9.71646;14.2394;12.6317;12.6305;12.6343;11.8408;14.1447;14.2422;12.0315;11.3272;11.0311;10.2291;14.1399;13.3391;12.6374;13.3423;11.025;11.9347;12.6351;13.5331;13.4442;13.439;11.3349;12.6342;13.3367;13.4321;13.4367;11.7287;10.1158;14.9472;10.4168;12.7321;14.1447;13.4369;11.4324;13.3407;14.1447;14.9472;12.8296;11.8311;12.7267;12.6307;11.8197;11.7247;13.3319;12.0336;11.0196;13.4357;14.1407;11.9293;12.8345;14.2422;12.624;12.6279;12.731;
update|animal|35;12;1;117;1
update|animal|37;12;1;11;1
update|animal|5;12;1;132;1
update|animal|22;12;1;13;2
update|animal|39;12;1;66;1
update|animal|1;12;1;90;1
update|animal|28;12;1;141;2
update|animal|27;12;1;63;1
update|animal|3;12;1;80;1
update|animal|36;12;1;136;2
update|animal|6;12;1;32;2
update|animal|34;12;1;32;2
update|animal|14;12;1;5;2
update|animal|7;12;1;106;1
update|animal|24;12;1;6;2
update|animal|8;12;1;122;2
update|animal|10;12;1;110;2
update|animal|4;12;1;100;2
update|animal|21;12;1;3;1
update|animal|40;12;1;86;2
update|animal|41;2;1;86;2
update|animal|29;12;1;32;1
update|animal|13;12;1;71;1
update|animal|15;12;1;46;1
update|animal|9;12;1;93;1
update|animal|25;12;1;135;1
update|animal|19;12;1;110;1
update|animal|31;12;1;95;1
update|animal|33;12;1;89;1
update|animal|20;12;1;53;2
update|animal|11;12;1;101;1
update|animal|17;12;1;48;1
update|animal|23;12;1;62;1
update|animal|30;12;1;65;2
update|animal|12;12;1;16;2
update|animal|2;12;1;38;2
update|animal|38;12;1;53;2
update|animal|18;12;1;99;2
update|animal|32;12;1;33;2
update|animal|16;12;1;83;2
update|animal|26;12;1;17;2
update|cells|11.5375;11.431;14.6537;9.51812;13.1377;10.9375;12.4525;12.3443;11.1284;12.5452;11.5324;12.9485;14.6565;13.1545;14.6537;13.2445;11.1424;13.2565;13.154;12.5452;9.52255;9.42136;12.3473;14.6558;14.6593;15.3621;15.3621;15.3621;15.3621;11.8396;14.66;15.3621;8.83482;9.42174;13.849;15.3621;14.66;15.3621;13.0461;13.7484;15.3621;13.8455;13.2516;12.5452;12.3537;14.5549;13.0505;13.9551;14.5613;13.8527;11.3332;11.3364;14.5541;13.151;13.1377;10.8274;11.535;12.3426;13.2481;13.9551;12.2384;13.7492;11.3356;11.4376;13.8583;13.8526;11.5394;10.7216;12.2324;13.1436;13.8493;11.5438;13.7525;12.345;11.6418;13.0462;12.4437;13.9565;10.73;11.535;10.1219;13.0399;13.047;13.0494;14.6572;13.8555;10.139;12.3405;11.5325;9.32537;13.8529;13.0443;13.0431;12.2461;12.2527;13.7581;14.6565;12.4435;11.7385;10.7414;9.93864;13.7533;13.7525;13.0501;13.7557;11.436;11.5458;13.0478;13.9466;13.8577;12.351;11.7463;13.0469;13.75;13.8455;13.8502;12.1404;9.72516;15.3621;10.8272;13.1448;14.5589;13.1496;11.8438;13.7541;14.5589;15.3621;13.2424;12.2429;13.1394;13.0433;12.2316;11.3356;13.7452;12.4457;10.6299;13.1484;14.5549;12.3412;13.2473;14.6565;12.336;13.0405;13.1437;
update|animal|14;13;1;18;2
update|animal|43;1;1;7;2
update|animal|6;13;1;45;2
update|animal|41;3;1;73;2
update|animal|38;13;1;65;2
